"iata_code","lat","long"
"GLR",45.0135,-84.7036
"AID",40.1086,-85.613
"QND",45.3858,19.8392
"GUU",64.9914,-23.2247
"PCD",43.0193,-91.1237
"OTJ",-20.4347,16.6608
"TSM",36.4582,-105.672
"RTN",36.7415,-104.502
"PPA",35.613,-100.996
"FLP",36.2909,-92.5903
"BGD",35.7009,-101.394
"HLE",-15.95772,-5.64594
"BNJ",50.76889,7.16333
"SQA",34.6068,-120.076
"HXD",37.12529,97.26866
"BAR",19.13824,110.45477
"ZBO",-20.0183,148.215
"UCB",41.12972,113.10806
"KEO",9.5,-7.567
"GII",11.433,-9.167
"NZE",7.80602,-8.7018
"OCM",-22.54,117.275
"WGN",26.802,110.642
"TXF",-17.5245,-39.6685
"SPA",34.9157,-81.9565
"BJW",-8.70743,121.05743
"NBN",-1.41028,5.62194
"OLL",-1.22667,15.91
"PPF",37.3299,-95.5062
"AYS",31.2491,-82.3955
"DSS",14.67,-17.07333
"PMH",38.8405,-82.8473
"NAC",-36.9853,140.72501
"PGZ",-25.1847,-50.1441
"PQM",17.53315,-92.01548
"CUD",-26.8,153.10001
"CLP",58.8337,-158.52901
"JOJ",68.12527,-106.58528
"ECI",11.42754,-86.03336
"QGQ",67.94066,-53.62187
"QPW",68.31266,-53.46021
"QJE",68.85793,-53.1233
"XIQ",69.08092,-51.11432
"QQT",69.99586,-51.30092
"QJI",68.63425,-51.83226
"QFG",60.61972,-45.91406
"QRY",68.14088,-53.44146
"NPR",-7.12583,-55.40083
"SMT",-12.47918,-55.67234
"ENO",-27.22737,-55.83749
"NYR",63.295,118.337
"SUK",67.792,130.394
"UKG",70.011,135.645
"VHV",63.45806,120.26917
"DEE",43.9584,145.683
"EKS",49.1903,142.08299
"TLK",59.87639,111.04444
"RDB",68.0321,-162.899
"ION",1.617,18.067
"EBH",33.72167,1.0925
"ZIS",31.77488,12.25006
"MYZ",-14.0836,34.9197
"BCU",10.48283,9.744
"KDA",12.8985,-14.9681
"SHO",-26.35861,31.71694
"KIY",-8.91123,39.50862
"QSI",-3.36333,37.3269
"MNS",-11.137,28.8726
"GZI",33.5312,68.4129
"LNL",33.788,105.797
"YSQ",44.93811,124.55018
"JSJ",47.11,132.66028
"WMT",27.81638,106.33268
"LLB",25.4525,107.96167
"CDE",41.1225,118.07389
"DTU",48.445,126.133
"HUO",45.48722,119.40722
"QSZ",38.28106,77.07519
"CWJ",23.27389,99.37361
"JMJ",22.41583,99.78639
"PBQ",-11.6416,-61.1791
"WUT",38.59746,112.96917
"NZL",47.86583,122.7675
"AIP",31.4338,75.7588
"SAG",19.68861,74.37889
"PYB",18.88,82.552
"SUP",-7.0242,113.89023
"RKO",-2.09912,99.7007
"PPR",0.84543,100.37
"TJB",1.0527,103.3931
"NRE",-3.8548,126.7012
"NAM",-3.23557,127.1
"DOB",-5.77222,134.21201
"SQN",-2.08051,125.967
"BYQ",3.45572,117.867
"UOL",1.1027,121.4141
"ZBY",19.2436,101.7093
"BGL",28.2128,83.6663
"RJB",26.51007,86.7339
"CKI",-11.165,132.483
"BYP",-22.6739,119.166
"LUC",-16.7481,-179.66701
"YAS",-16.7589,177.545
"WIK",-36.8089,175.086
"NAU",-14.1768,-141.267
"FAC",-16.6867,-145.32899
"NUK",-19.285,-138.772
"VHZ",-18.78,-138.853
"HHZ",-17.5447,-142.614
"RRR",-16.045,-142.47694
"KHZ",-15.7808,-145.12399
"TKV",-17.3553,-138.44501
"TMH",-6.09922,140.298
"NKB",-18.4947,124.852
"KSE",0.183,30.1
"SOV",59.4424,-151.70399
"YSG",62.4183,-110.682
"DWA",-12.5183,34.1319
"HGI",10.52917,32.50056
"KQH",26.60147,74.81415
"CNN",11.91861,75.54721
